,Artist,Song,Duration(ms),Year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1074,Thomas Rhett,Die A Happy Man,227427,2016,0.595,0.389,2,-9.245,0.0349,0.418,1.39e-06,0.116,0.4,166.052
1075,Post Malone,White Iverson,256533,2016,0.675,0.562,7,-7.678,0.0352,0.233,0.0,0.0816,0.309,130.098
1076,Nick Jonas ,Close,234213,2016,0.653,0.623,6,-5.273,0.082,0.253,0.0,0.144,0.401,123.999
1077,X Ambassadors,Unsteady,193547,2016,0.389,0.665,0,-6.169,0.0644,0.178,0.000732,0.116,0.199,117.055
1078,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,243491,2016,0.502,0.786,9,-4.378,0.317,0.255,0.0,0.65,0.739,169.021
1079,Yo Gotti ,Down In The DM,182733,2016,0.776,0.662,1,-7.016,0.0489,0.00157,2.1e-05,0.0887,0.324,152.927
1080,Tory Lanez,Luv,404233,2016,0.359,0.471,7,-8.348,0.177,0.301,0.0,0.0736,0.249,170.705
1081,Beyonce,Sorry,232560,2016,0.775,0.598,2,-7.274,0.0535,0.00175,4.44e-06,0.253,0.356,129.988
1082,Coldplay,Hymn For The Weekend,258827,2016,0.49,0.743,0,-5.155,0.0409,0.255,7.21e-06,0.3,0.363,89.974
1083,Tory Lanez,Say It,237787,2016,0.546,0.529,11,-10.511,0.0583,0.0862,6.5e-06,0.124,0.247,107.331
1084,Travis Scott,Antidote,262693,2016,0.713,0.526,1,-5.046,0.032,0.00767,0.000148,0.124,0.131,131.05
1085,Ruth B,Lost Boy,275280,2016,0.71,0.0565,7,-15.099,0.0534,0.965,0.0,0.0889,0.348,123.994
1086,Ariana Grande ,Side To Side,226160,2016,0.65,0.736,6,-5.84,0.229,0.0513,0.0,0.235,0.612,159.174
1087,Daya,"Sit Still, Look Pretty",202221,2016,0.657,0.739,2,-4.081,0.274,0.141,0.0,0.178,0.543,181.994
1088,Taylor Swift,Wildest Dreams,220440,2016,0.553,0.664,8,-7.417,0.0741,0.0709,0.0056,0.106,0.467,140.06
1089,DJ Snake ,Middle,220573,2016,0.583,0.695,9,-5.336,0.0423,0.0141,0.0,0.0527,0.224,104.879
1090,Ellie Goulding,On My Mind,213445,2016,0.702,0.705,0,-6.666,0.0543,0.258,5.93e-06,0.0879,0.743,154.911
1091,Drake ,Pop Style,212947,2016,0.713,0.462,7,-10.027,0.123,0.192,2.16e-06,0.105,0.0595,133.054
1092,Adele,When We Were Young,290907,2016,0.381,0.594,3,-5.97,0.0486,0.348,0.0,0.0925,0.273,143.86
1093,Daya,Hide Away,192376,2016,0.885,0.801,11,-4.716,0.0882,0.225,1.65e-06,0.0733,0.466,95.011
1094,Major Lazer & DJ Snake ,Lean On,230698,2016,0.781,0.746,5,-4.463,0.0675,0.0259,0.0,0.0572,0.34,98.008
1095,Silento,Watch Me,185143,2016,0.821,0.759,8,-8.541,0.121,0.247,0.0,0.321,0.962,140.01
1096,Chris Brown,Back To Sleep,201253,2016,0.647,0.646,9,-5.483,0.243,0.0424,0.0,0.0888,0.721,92.981
1097,Usher ,No Limit,228613,2016,0.717,0.523,10,-6.506,0.0611,0.0799,0.0,0.206,0.282,127.047
1098,O.T. Genasis ,Cut It,222600,2016,0.875,0.673,7,-4.184,0.0932,0.135,0.0,0.292,0.231,130.0
1099,Kevin Gates,Really Really,232093,2016,0.762,0.666,0,-6.055,0.0916,0.00427,0.0,0.127,0.278,118.97
1100,Fifth Harmony ,All In My Head (Flex),210573,2016,0.689,0.791,0,-5.194,0.053,0.023,0.0,0.0526,0.755,95.04
1101,Hailee Steinfeld & Grey ,Starving,181880,2016,0.729,0.615,4,-4.238,0.0647,0.378,0.0,0.105,0.508,99.989
1102,Coldplay,Adventure Of A Lifetime,263787,2016,0.638,0.924,7,-3.887,0.0359,0.00205,0.000173,0.149,0.529,111.995
1103,Tim McGraw,Humble And Kind,259267,2016,0.355,0.48,11,-7.31,0.0282,0.679,2.28e-06,0.12,0.137,100.956
1104,Future,Wicked,173347,2016,0.718,0.679,11,-5.899,0.0706,0.00191,0.0104,0.385,0.205,157.97
1105,Desiigner,Tiimmy Turner,239853,2016,0.602,0.725,6,-3.054,0.0393,0.174,0.0,0.0786,0.304,122.803
1106,Wiz Khalifa ,See You Again,229526,2016,0.689,0.481,10,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
1107,One Direction,Perfect,230333,2016,0.647,0.823,2,-5.231,0.0762,0.0598,0.0,0.119,0.396,99.933
1108,Ed Sheeran,Shape Of You,233713,2017,0.825,0.652,1,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977
1109,Luis Fonsi & Daddy Yankee ,Despacito,228827,2017,0.653,0.816,2,-4.353,0.167,0.228,0.0,0.0967,0.816,178.086
1110,Bruno Mars,That's What I Like,204773,2017,0.851,0.556,1,-4.98,0.0417,0.0125,0.0,0.0873,0.843,134.031
1111,Kendrick Lamar,Humble.,177000,2017,0.908,0.621,1,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011
1112,The Chainsmokers & Coldplay,Something Just Like This,247627,2017,0.607,0.649,11,-6.695,0.0362,0.0306,2.46e-05,0.174,0.505,102.996
1113,Migos ,Bad And Boujee,343150,2017,0.927,0.665,11,-5.313,0.244,0.061,0.0,0.123,0.175,127.076
1114,The Chainsmokers ,Closer,244960,2017,0.748,0.524,8,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01
1115,Sam Hunt,Body Like A Back Road,165387,2017,0.732,0.458,5,-7.225,0.0311,0.447,0.0,0.136,0.661,98.938
1116,Imagine Dragons,Believer,204347,2017,0.776,0.78,10,-4.374,0.128,0.0622,0.0,0.081,0.666,124.949
1117,Post Malone ,Congratulations,220293,2017,0.63,0.804,6,-4.183,0.0363,0.215,0.0,0.253,0.492,123.146
1118,James Arthur,Say You Won't Let Go,211467,2017,0.358,0.557,10,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043
1119,Lil Uzi Vert,XO TOUR Llif3,182707,2017,0.732,0.75,11,-6.366,0.231,0.00264,0.0,0.109,0.401,155.096
1120,Future,Mask Off,204600,2017,0.833,0.434,2,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062
1121,French Montana ,Unforgettable,233902,2017,0.726,0.769,6,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985
1122,Bruno Mars,24K Magic,225983,2017,0.818,0.803,1,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97
1123,Zedd & Alessia Cara,Stay,210091,2017,0.69,0.622,5,-5.025,0.0622,0.253,0.0,0.116,0.544,102.04
1124,DJ Khaled ,Wild Thoughts,204664,2017,0.613,0.681,8,-3.089,0.0778,0.0287,0.0,0.126,0.619,97.621
1125,Rae Sremmurd ,Black Beatles,291893,2017,0.794,0.632,0,-6.163,0.0649,0.142,0.0,0.128,0.355,145.926
1126,The Weeknd ,Starboy,230453,2017,0.678,0.588,7,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.005
1127,Khalid,Location,219080,2017,0.736,0.449,1,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126
1128,Charlie Puth,Attention,208787,2017,0.775,0.613,3,-4.586,0.0542,0.109,2.33e-05,0.134,0.797,100.066
1129,Childish Gambino,Redbone,326933,2017,0.743,0.347,1,-11.174,0.121,0.167,0.00951,0.103,0.572,160.143
1130,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),247160,2017,0.731,0.445,0,-8.418,0.0533,0.0586,1.96e-05,0.14,0.106,117.97
1131,KYLE ,iSpy,253107,2017,0.746,0.653,7,-6.745,0.289,0.378,0.0,0.229,0.672,75.016
1132,Julia Michaels,Issues,176320,2017,0.728,0.415,8,-6.852,0.0639,0.401,0.0,0.0616,0.455,114.145
1133,Alessia Cara,Scars To Your Beautiful,230227,2017,0.573,0.739,0,-5.74,0.129,0.0285,0.0,0.111,0.451,97.085
1134,Logic ,1-800-273-8255,250173,2017,0.62,0.574,5,-7.788,0.0479,0.57,0.0,0.19,0.352,100.021
1135,Niall Horan,Slow Hands,188174,2017,0.735,0.425,0,-6.648,0.0466,0.011,0.0,0.055,0.848,85.894
1136,Rihanna,Love On The Brain,224000,2017,0.509,0.637,4,-4.83,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006
1137,The Weeknd ,I Feel It Coming,269187,2017,0.773,0.819,0,-5.946,0.118,0.426,0.0,0.0679,0.585,92.99
1138,Big Sean,Bounce Back,222360,2017,0.78,0.574,1,-5.628,0.141,0.104,0.0,0.129,0.273,81.502
1139,Liam Payne ,Strip That Down,204502,2017,0.874,0.497,6,-5.484,0.0562,0.22,0.0,0.0761,0.542,106.023
1140,Drake,Fake Love,210937,2017,0.928,0.481,9,-9.35,0.287,0.105,0.0,0.176,0.613,134.007
1141,Taylor Swift,Look What You Made Me Do,211853,2017,0.766,0.709,9,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07
1142,Ed Sheeran,Castle On The Hill,261154,2017,0.461,0.834,2,-4.868,0.0989,0.0232,1.14e-05,0.14,0.471,135.007
1143,The Chainsmokers,Paris,221520,2017,0.646,0.644,2,-6.763,0.031,0.0243,0.0,0.0888,0.251,99.999
1144,Ariana Grande ,Side To Side,226160,2017,0.65,0.736,6,-5.84,0.229,0.0513,0.0,0.235,0.612,159.174
1145,Clean Bandit ,Rockabye,251088,2017,0.72,0.763,9,-4.068,0.0523,0.406,0.0,0.18,0.742,101.965
1146,Portugal. The Man,Feel It Still,163253,2017,0.801,0.795,1,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028
1147,DJ Snake ,Let Me Love You,205947,2017,0.649,0.716,8,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
1148,Demi Lovato,Sorry Not Sorry,203760,2017,0.705,0.64,11,-6.928,0.225,0.0237,0.0,0.262,0.887,144.077
1149,21 Savage,Bank Account,220307,2017,0.884,0.346,8,-8.228,0.351,0.0151,7.04e-06,0.0871,0.376,75.016
1150,J Balvin & Willy William ,Mi Gente,189440,2017,0.774,0.687,11,-4.818,0.0584,0.0179,1.17e-05,0.128,0.308,104.959
1151,Imagine Dragons,Thunder,187147,2017,0.605,0.822,0,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997
1152,Migos,T-Shirt,242407,2017,0.865,0.687,10,-3.744,0.217,0.242,0.0,0.158,0.486,139.023
1153,Yo Gotti ,Rake It Up,276333,2017,0.91,0.444,1,-8.126,0.344,0.022,0.0,0.137,0.53,149.953
1154,Shawn Mendes,Mercy,208733,2017,0.555,0.662,11,-4.952,0.0827,0.125,0.0,0.111,0.356,148.128
1155,Kodak Black,Tunnel Vision,268187,2017,0.497,0.489,11,-7.724,0.294,0.0576,9.91e-05,0.122,0.231,171.853
1156,Post Malone ,Rockstar,218147,2017,0.585,0.52,5,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801
1157,Brett Young,In Case You Didn't Know,224853,2017,0.607,0.536,10,-7.306,0.0305,0.386,0.0,0.102,0.434,147.986
1158,twenty one pilots,Heathens,195920,2017,0.732,0.396,4,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024
1159,Halsey,Now Or Never,214802,2017,0.67,0.585,6,-4.861,0.0354,0.107,1.11e-06,0.131,0.447,110.03
1160,Amine,Caroline,209640,2017,0.941,0.335,5,-10.179,0.505,0.17,0.0,0.262,0.707,120.041
1161,Ayo & Teo,Rolex,238587,2017,0.804,0.886,1,-2.512,0.04,0.0837,0.0,0.266,0.789,144.946
1162,Kendrick Lamar,DNA.,185947,2017,0.638,0.523,1,-6.664,0.357,0.00454,0.0,0.0842,0.422,139.913
1163,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),102857,2017,0.808,0.919,1,-5.391,0.167,0.00476,1.11e-06,0.0625,0.64,154.009
1164,Rae Sremmurd,Swang,208120,2017,0.681,0.314,8,-9.319,0.0581,0.2,9.82e-06,0.1,0.166,139.992
1165,Drake,Passionfruit,298941,2017,0.809,0.463,11,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98
1166,Kendrick Lamar ,Loyalty.,227360,2017,0.658,0.535,9,-8.983,0.0573,0.0265,0.0,0.2,0.419,110.684
1167,Kesha,Praying,230267,2017,0.576,0.39,10,-7.202,0.0297,0.491,0.0,0.111,0.319,73.433
1168,Travis Scott,Goosebumps,243837,2017,0.841,0.728,7,-3.37,0.0484,0.0847,0.0,0.149,0.43,130.049
1169,Maroon 5 ,Cold,234308,2017,0.693,0.717,9,-6.346,0.107,0.14,0.0,0.0464,0.412,99.836
1170,Calvin Harris ,Slide,230813,2017,0.736,0.795,1,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066
1171,Kane Brown ,What Ifs,188253,2017,0.612,0.799,10,-4.603,0.0275,0.00898,0.0,0.172,0.687,125.976
1172,Katy Perry ,Chained To The Rhythm,237733,2017,0.446,0.8,0,-5.404,0.174,0.0814,0.0,0.199,0.474,189.89
1173,Calvin Harris ,Feels,223413,2017,0.893,0.745,11,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018
1174,Jon Bellion,All Time Low,217603,2017,0.617,0.567,0,-4.188,0.0828,0.0584,0.0,0.0933,0.505,90.246
1175,Luke Combs,Hurricane,222533,2017,0.464,0.813,10,-6.185,0.0416,0.0153,0.0,0.254,0.516,75.975
1176,Sam Smith,Too Good At Goodbyes,201000,2017,0.681,0.372,5,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873
1177,Khalid,Young Dumb & Broke,202547,2017,0.798,0.539,1,-6.351,0.0421,0.199,1.66e-05,0.165,0.394,136.949
1178,Playboi Carti,Magnolia,181812,2017,0.791,0.581,11,-7.323,0.286,0.0113,0.0,0.35,0.438,162.99
1179,SZA ,Love Galore,275080,2017,0.795,0.594,0,-6.2,0.0747,0.111,0.0,0.162,0.409,135.002
1180,A Boogie Wit da Hoodie ,Drowning,209269,2017,0.839,0.81,5,-5.274,0.0568,0.501,0.0,0.117,0.814,129.014
1181,Hailee Steinfeld & Grey ,Starving,181880,2017,0.729,0.615,4,-4.238,0.0647,0.378,0.0,0.105,0.508,99.989
1182,Gucci Mane ,Both,190312,2017,0.85,0.405,7,-7.509,0.225,0.119,0.000118,0.0707,0.344,139.976
1183,P!nk,What About Us,269600,2017,0.489,0.588,1,-6.177,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617
1184,Jason Derulo ,Swalla,216409,2017,0.696,0.817,1,-3.862,0.109,0.075,0.0,0.187,0.782,98.064
1185,Migos ,Slippery,304041,2017,0.92,0.674,1,-5.662,0.264,0.307,0.0,0.104,0.741,141.967
1186,Harry Styles,Sign Of The Times,340707,2017,0.516,0.595,5,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972
1187,Adele,Water Under The Bridge,240427,2017,0.596,0.838,5,-6.52,0.0704,0.0189,1.54e-05,0.108,0.472,94.982
1188,Miley Cyrus,Malibu,231907,2017,0.573,0.781,8,-6.406,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934
1189,Marian Hill,Down,197773,2017,0.678,0.357,0,-14.712,0.128,0.675,0.00569,0.124,0.0661,113.301
1190,Cheat Codes ,No Promises,222787,2017,0.739,0.619,10,-6.669,0.162,0.0572,0.0,0.105,0.58,112.961
1191,Shawn Mendes,Treat You Better,187973,2017,0.444,0.819,10,-4.078,0.341,0.106,0.0,0.107,0.747,82.695
1192,Gucci Mane ,I Get The Bag,233087,2017,0.89,0.633,11,-5.475,0.168,0.0232,0.000343,0.0993,0.425,139.948
1193,Dustin Lynch,Small Town Boy,205733,2017,0.554,0.743,9,-6.016,0.0287,0.0251,0.0,0.359,0.673,72.997
1194,YFN Lucci ,Everyday We Lit,197171,2017,0.758,0.646,7,-4.701,0.112,0.128,0.0,0.0778,0.589,155.955
1195,Camila Cabello ,Havana,217307,2017,0.765,0.523,2,-4.333,0.03,0.184,3.56e-05,0.132,0.394,104.988
1196,Maroon 5 ,What Lovers Do,199849,2017,0.799,0.597,5,-5.131,0.0611,0.0788,5.66e-06,0.1,0.419,110.001
1197,blackbear,Do Re Mi,212027,2017,0.745,0.593,8,-6.35,0.0526,0.00522,5.25e-06,0.123,0.17,111.002
1198,XXXTENTACION,Look At Me!,126346,2017,0.763,0.726,1,-6.405,0.282,0.259,0.0,0.0976,0.349,139.059
1199,Keith Urban ,The Fighter,184040,2017,0.681,0.856,11,-5.166,0.0517,0.0224,0.0,0.188,0.755,132.011
1200,Ed Sheeran,Perfect,263400,2018,0.599,0.448,8,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05
1201,Camila Cabello ,Havana,217307,2018,0.765,0.523,2,-4.333,0.03,0.184,3.56e-05,0.132,0.394,104.988
1202,Post Malone ,Rockstar,218147,2018,0.585,0.52,5,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801
1203,Post Malone ,Psycho,221440,2018,0.75,0.56,8,-8.094,0.105,0.546,0.0,0.111,0.459,140.06
1204,"Zedd, Maren Morris & Grey",The Middle,184732,2018,0.753,0.657,7,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01
1205,Drake,In My Feelings,217925,2018,0.835,0.626,1,-5.833,0.125,0.0589,6e-05,0.396,0.35,91.03
1206,Maroon 5 ,Girls Like You,235545,2018,0.851,0.541,0,-6.825,0.0505,0.568,0.0,0.13,0.448,124.959
1207,Drake,Nice For What,210747,2018,0.586,0.909,8,-6.474,0.0705,0.0891,0.000109,0.119,0.757,93.394
1208,Juice WRLD,Lucid Dreams,239836,2018,0.511,0.566,6,-7.23,0.2,0.349,0.0,0.34,0.218,83.903
1209,Post Malone,Better Now,231267,2018,0.68,0.578,10,-5.804,0.04,0.331,0.0,0.135,0.341,145.038
1210,Dua Lipa,New Rules,209320,2018,0.762,0.7,9,-6.021,0.0694,0.00261,1.56e-05,0.153,0.608,116.073
1211,XXXTENTACION,Sad!,166606,2018,0.74,0.613,8,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023
1212,Camila Cabello,Never Be The Same,226973,2018,0.637,0.713,0,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923
1213,Ariana Grande,No Tears Left To Cry,205920,2018,0.699,0.713,9,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993
1214,Bazzi,Mine,131064,2018,0.71,0.789,4,-3.874,0.0722,0.0161,2.77e-06,0.451,0.717,142.929
1215,Imagine Dragons,Thunder,187147,2018,0.605,0.822,0,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997
1216,BlocBoy JB ,Look Alive,181263,2018,0.922,0.581,10,-7.495,0.27,0.00104,5.86e-05,0.105,0.595,140.022
1217,Taylor Swift,Delicate,232253,2018,0.75,0.404,9,-10.178,0.0682,0.216,0.000357,0.0911,0.0499,95.045
1218,Marshmello & Anne-Marie,Friends,202621,2018,0.626,0.88,9,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079
1219,Halsey,Bad At Love,181279,2018,0.675,0.751,0,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384
1220,Tyga ,Taste,232959,2018,0.884,0.559,0,-7.442,0.12,0.0236,0.0,0.101,0.342,97.994
1221,NF,Let You Down,212120,2018,0.662,0.714,5,-5.68,0.121,0.312,0.0,0.179,0.464,147.997
1222,G-Eazy ,No Limit,245387,2018,0.838,0.771,1,-3.791,0.244,0.0117,0.0,0.0853,0.405,175.957
1223,6ix9ine ,FEFE,179405,2018,0.931,0.387,1,-9.127,0.412,0.088,0.0,0.136,0.376,125.978
1224,Dan + Shay,Tequila,196747,2018,0.489,0.581,11,-5.731,0.0281,0.0312,0.0,0.132,0.494,86.016
1225,Portugal. The Man,Feel It Still,163253,2018,0.801,0.795,1,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028
1226,Lauv,I Like Me Better,197437,2018,0.752,0.505,9,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97
1227,5 Seconds Of Summer,Youngblood,203418,2018,0.596,0.854,7,-5.114,0.463,0.0169,0.0,0.124,0.152,120.274
1228,Imagine Dragons,Whatever It Takes,201240,2018,0.672,0.655,10,-5.021,0.0311,0.0362,0.0,0.117,0.556,134.945
1229,Offset & Metro Boomin,Ric Flair Drip,172800,2018,0.88,0.428,9,-8.28,0.206,0.149,5.07e-05,0.114,0.333,100.007
1230,Post Malone,I Fall Apart,223347,2018,0.556,0.538,8,-5.408,0.0382,0.0689,0.0,0.196,0.291,143.95
1231,The Weeknd & Kendrick Lamar,Pray For Me,211440,2018,0.735,0.677,2,-4.979,0.093,0.0762,2.17e-05,0.111,0.188,100.584
1232,Selena Gomez,Back To You,207905,2018,0.601,0.724,6,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061
1233,Travis Scott,Sicko Mode,312820,2018,0.834,0.73,8,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008
1234,Migos ,Walk It Talk It,276147,2018,0.907,0.633,2,-5.145,0.184,0.0876,2.6e-06,0.106,0.395,145.914
1235,Lil Pump,Gucci Gang,124056,2018,0.936,0.523,5,-6.71,0.0597,0.239,0.0,0.117,0.699,119.889
1236,G-Eazy & Halsey,Him & I,268867,2018,0.589,0.731,2,-6.343,0.0868,0.0534,0.0,0.308,0.191,87.908
1237,Shawn Mendes,In My Blood,211360,2018,0.622,0.712,5,-7.321,0.066,0.0573,0.0,0.13,0.487,140.025
1238,Kendrick Lamar & SZA,All The Stars,232187,2018,0.698,0.633,8,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924
1239,Migos,Stir Fry,190288,2018,0.817,0.816,2,-5.402,0.269,0.00263,0.0,0.159,0.508,181.982
1240,Sam Smith,Too Good At Goodbyes,201000,2018,0.681,0.372,5,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873
1241,Kendrick Lamar ,Love.,213400,2018,0.8,0.585,10,-7.343,0.0924,0.264,0.0,0.153,0.779,126.058
1242,Childish Gambino,This Is America,225773,2018,0.854,0.463,5,-6.159,0.137,0.117,0.0,0.354,0.549,120.024
1243,Drake,Nonstop,238614,2018,0.912,0.412,7,-8.074,0.124,0.0164,0.013,0.104,0.422,154.983
1244,Kane Brown,Heaven,179507,2018,0.677,0.556,9,-6.544,0.0306,0.263,0.0,0.105,0.521,80.009
1245,Lil Dicky ,Freaky Friday,216632,2018,0.755,0.599,8,-5.042,0.224,0.147,0.0,0.109,0.755,133.123
1246,6ix9ine,Gummo,157643,2018,0.66,0.775,2,-4.926,0.172,0.0553,0.0,0.129,0.635,157.036
1247,Rich The Kid,Plug Walk,175230,2018,0.876,0.519,11,-6.531,0.143,0.202,0.0,0.108,0.158,94.981
1248,Maroon 5,Wait,190643,2018,0.655,0.603,8,-5.014,0.0555,0.0959,0.0,0.107,0.452,126.088
1249,Cardi B,Be Careful,210787,2018,0.82,0.568,6,-8.23,0.411,0.0256,0.0,0.0952,0.535,152.279
1250,Cardi B ,Bartier Cardi,224285,2018,0.908,0.524,1,-7.955,0.181,0.00111,0.000678,0.383,0.109,138.015
1251,Ariana Grande,God Is A Woman,197547,2018,0.602,0.658,1,-5.934,0.0558,0.0233,6e-05,0.237,0.268,145.031
1252,YG ,Big Bank,237240,2018,0.745,0.346,1,-7.709,0.331,0.00552,0.0,0.0881,0.112,203.911
1253,Demi Lovato,Sorry Not Sorry,203760,2018,0.705,0.64,11,-6.928,0.225,0.0237,0.0,0.262,0.887,144.077
1254,Charlie Puth,How Long,200853,2018,0.845,0.561,1,-5.253,0.0778,0.211,3.49e-06,0.0383,0.811,109.974
1255,MAX ,Lights Down Low,223847,2018,0.623,0.493,5,-7.727,0.0338,0.0632,0.0,0.104,0.594,81.019
1256,Khalid,Young Dumb & Broke,202547,2018,0.798,0.539,1,-6.351,0.0421,0.199,1.66e-05,0.165,0.394,136.949
1257,Calvin Harris & Dua Lipa,One Kiss,214847,2018,0.791,0.862,9,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994
1258,Imagine Dragons,Natural,189467,2018,0.704,0.611,2,-6.112,0.0409,0.217,0.0,0.0812,0.22,100.0
1259,Jason Aldean,You Make It Easy,196800,2018,0.375,0.574,7,-5.305,0.0315,0.143,0.0,0.11,0.406,132.025
1260,Ed Sheeran,Shape Of You,233713,2018,0.825,0.652,1,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977
1261,Gucci Mane ,I Get The Bag,233087,2018,0.89,0.633,11,-5.475,0.168,0.0232,0.000343,0.0993,0.425,139.948
1262,DJ Khaled ,No Brainer,260000,2018,0.552,0.76,0,-4.706,0.342,0.0733,0.0,0.0865,0.639,135.702
1263,A$AP Ferg ,Plain Jane,173600,2018,0.797,0.844,11,-5.482,0.275,0.0651,0.0,0.087,0.52,170.142
1264,Miguel ,Sky Walker,259333,2018,0.674,0.506,6,-10.532,0.0434,0.173,0.0,0.0866,0.183,145.965
1265,Thomas Rhett,Marry Me,205453,2018,0.333,0.412,3,-8.633,0.029,0.0977,0.0,0.113,0.474,85.028
1266,"benny blanco, Halsey & Khalid",Eastside,173800,2018,0.56,0.68,6,-7.648,0.321,0.555,0.0,0.116,0.319,89.391
1267,The Weeknd,Call Out My Name,228373,2018,0.461,0.593,1,-4.954,0.0356,0.17,0.0,0.307,0.175,134.17
1268,Florida Georgia Line,Simple,185200,2018,0.362,0.882,3,-3.717,0.0973,0.0791,0.0,0.15,0.864,199.811
1269,Logic ,1-800-273-8255,250173,2018,0.62,0.574,5,-7.788,0.0479,0.57,0.0,0.19,0.352,100.021
1270,Justin Timberlake ,Say Something,278893,2018,0.707,0.632,10,-7.031,0.0789,0.103,1.09e-05,0.0841,0.372,97.04
1271,Kenny Chesney,Get Along,199625,2018,0.632,0.804,7,-6.109,0.0503,0.101,0.0,0.17,0.35,92.456
1272,XXXTENTACION,Moonlight,135090,2018,0.921,0.537,9,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009
1273,Maroon 5 ,What Lovers Do,199849,2018,0.799,0.597,5,-5.131,0.0611,0.0788,5.66e-06,0.1,0.419,110.001
1274,Nicky Jam x J Balvin,X,172854,2018,0.594,0.749,9,-5.298,0.056,0.0338,0.00106,0.3,0.694,179.968
1275,YoungBoy Never Broke Again,Outside Today,129105,2018,0.851,0.666,11,-5.334,0.0694,0.139,0.0,0.105,0.0585,134.068
1276,Ella Mai,Trip,213993,2018,0.477,0.61,11,-5.628,0.144,0.225,0.0,0.107,0.358,79.882
1277,Daddy Yankee,Dura,200480,2018,0.783,0.84,1,-3.416,0.051,0.174,0.0,0.412,0.839,95.001
1278,XXXTENTACION,Changes,121887,2018,0.669,0.308,11,-10.068,0.029,0.883,0.0,0.0984,0.52,64.934
1279,Brett Young,Mercy,217120,2018,0.638,0.367,4,-7.906,0.0266,0.84,0.0,0.0999,0.219,71.957
1280,Luke Combs,One Number Away,221800,2018,0.544,0.781,6,-6.16,0.0311,0.00585,0.0,0.191,0.527,144.075
1281,Dua Lipa,IDGAF,217947,2018,0.836,0.544,7,-5.975,0.0943,0.0403,0.0,0.0824,0.51,97.028
1282,J Balvin & Willy William ,Mi Gente,189440,2018,0.774,0.687,11,-4.818,0.0584,0.0179,1.17e-05,0.128,0.308,104.959
1283,Imagine Dragons,Believer,204347,2018,0.776,0.78,10,-4.374,0.128,0.0622,0.0,0.081,0.666,124.949
