,Rank,Song,Artist,Year,Genre
6725,39,Me Enamore,Roberto Tapia,2013,hot-latin
6726,40,Bailar Contigo,Carlos Vives,2013,hot-latin
6727,41,Muchacho De Campo,Voz de Mando,2013,hot-latin
6728,42,Sin Ti,Chino & Nacho,2013,hot-latin
6729,43,Me Gustabas,Hnos. Vega Jr.,2013,hot-latin
6730,44,Mi Bello Angel,Los Primos MX,2013,hot-latin
6731,45,Yo Te Lo Dije,J Balvin,2013,hot-latin
6732,46,Llorar,Jesse & Joy Featuring Mario Domm,2013,hot-latin
6733,47,Rehabilitado,Los Tucanes de Tijuana,2013,hot-latin
6734,49,Be My Baby,Leslie Grace,2013,hot-latin
6735,50,Puno de Diamantes,Duelo,2013,hot-latin
6736,51,La Original,La Original Banda el Limon de Salvador Lizarraga,2013,hot-latin
6737,52,El Bueno Y El Malo,Colmillo Norteno Featuring Banda Tierra Sagrada,2013,hot-latin
6738,53,El Primer Lugar,La Original Banda el Limon de Salvador Lizarraga,2013,hot-latin
6739,54,Me Interesas,Noel Torres,2013,hot-latin
6740,55,Tu No Tienes La Culpa,Julion Alvarez y Su Norteno Banda,2013,hot-latin
6741,56,"Frio, Frio",Juan Luis Guerra Featuring Romeo Santos,2013,hot-latin
6742,58,La Noche de Los 2,Daddy Yankee Featuring Natalia Jimenez,2013,hot-latin
6743,59,Amor Confuso,Gerardo Ortiz,2013,hot-latin
6744,60,Vas A Llorar Por Mi,Banda El Recodo de Cruz Lizarraga,2013,hot-latin
6745,61,Amor Express,Banda Sinaloense MS de Sergio Lizarraga,2013,hot-latin
6746,62,Tres Semanas,Marco Antonio Solis,2013,hot-latin
6747,63,San Lunes,Banda La Trakalosa,2013,hot-latin
6748,64,Manana Voy A Conquistarla,Gerardo Ortiz,2013,hot-latin
6749,65,Que Viva La Vida,Wisin,2013,hot-latin
6750,66,Me Llamare Tuyo,Victor Manuelle,2013,hot-latin
6751,67,Porque El Amor Manda,America Sierra Featuring 3BallMTY,2013,hot-latin
6752,68,Debate de 4,"Romeo Santos, Anthony ""El Mayimbe"" Santos, Luis Varges & Raulin Rodriguez",2013,hot-latin
6753,69,Mirando Al Cielo,Roberto Tapia,2013,hot-latin
6754,70,Aqui Estoy,Calibre 50,2013,hot-latin
6755,71,Necesita Un Hombre,Chuy Lizarraga y Su Banda Tierra Sinaloense,2013,hot-latin
6756,72,Muchas Gracias,La Adictiva Banda San Jose de Mesillas,2013,hot-latin
6757,73,La Misma Gran Senora,Jenni Rivera,2013,hot-latin
6758,74,No Soy Un Hombre Malo,"Hector Acosta ""El Torito""",2013,hot-latin
6759,75,Balada (Tche Tcherere Tche Tche),"Gusttavo Lima Feat. Alex Sensation, Pitbull, Sensato & David Zonarosa Or Dyland & Lenn",2013,hot-latin
6760,76,Me Puedes Pedir Lo Que Sea,Marconi A Dueto Con Eiza Gonzalez,2013,hot-latin
6761,77,Juramos Amarnos,Ramon Ayala y Sus Bravos del Norte,2013,hot-latin
6762,78,Como Un Huracan,Los Huracanes del Norte,2013,hot-latin
6763,79,Mas y Mas,Draco Rosa Featuring Ricky Martin,2013,hot-latin
6764,80,Todo y Nada,Los Canarios de Michoacan,2013,hot-latin
6765,81,El Amor Manda,Maria Jose,2013,hot-latin
6766,82,Borracho de Amor,Los Buitres de Culiacan Sinaloa,2013,hot-latin
6767,83,Cuando Estas De Buenas,Pesado,2013,hot-latin
6768,84,Que Dios Bendiga,Joan Sebastian,2013,hot-latin
6769,85,Sin Ti No Vivo,Tierra Cali,2013,hot-latin
6770,86,Vaciando Botellas,Fidel Rueda,2013,hot-latin
6771,87,Nube Blanca,El Trono de Mexico,2013,hot-latin
6772,88,Amor Real,Gocho Featuring Yandel & Wayne Wonder,2013,hot-latin
6773,89,Day 1,Leslie Grace,2013,hot-latin
6774,90,Mi Primer Amor,Pesado,2013,hot-latin
6775,91,Sin Respiracion,Banda El Recodo de Cruz Lizarraga,2013,hot-latin
6776,92,Dame Tu Amor,Larry Hernandez,2013,hot-latin
6777,93,Se Vende,Alejandro Sanz,2013,hot-latin
6778,94,En Resumen,Banda Los Recoditos,2013,hot-latin
6779,95,No Te Quiero Ver Con El,Frankie J,2013,hot-latin
6780,96,Zapatito Roto,Plan B Featuring Tego Calderon,2013,hot-latin
6781,97,Sin Ti,Tommy Torres Featuring Nelly Furtado,2013,hot-latin
6782,98,Ando Por Las Nubes,Victor Manuelle,2013,hot-latin
6783,99,Mi Marciana,Alejandro Sanz,2013,hot-latin
6784,100,Feeling Hot,Don Omar,2013,hot-latin
6785,1,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,2014,hot-latin
6786,2,Propuesta Indecente,Romeo Santos,2014,hot-latin
6787,3,Odio,Romeo Santos Featuring Drake,2014,hot-latin
6788,4,El Perdedor,Enrique Iglesias Featuring Marco Antonio Solis,2014,hot-latin
6789,5,Eres Mia,Romeo Santos,2014,hot-latin
6790,6,Darte Un Beso,Prince Royce,2014,hot-latin
6791,8,Vivir Mi Vida,Marc Anthony,2014,hot-latin
6792,9,Adrenalina,Wisin Featuring Jennifer Lopez & Ricky Martin,2014,hot-latin
6793,10,Hermosa Experiencia,Banda Sinaloense MS de Sergio Lizarraga,2014,hot-latin
6794,11,Loco,Enrique Iglesias Featuring Romeo Santos,2014,hot-latin
6795,12,Quien Se Anima,Gerardo Ortiz,2014,hot-latin
6796,13,Te Robare,Prince Royce,2014,hot-latin
6797,14,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,2014,hot-latin
6798,15,Mujer de Piedra,Gerardo Ortiz,2014,hot-latin
6799,16,Soy de Rancho,El Komander,2014,hot-latin
6800,17,Soy El Mismo,Prince Royce,2014,hot-latin
6801,18,Tenerte,Luis Coronel,2014,hot-latin
6802,19,Passion Whine,Farruko Featuring Sean Paul,2014,hot-latin
6803,20,Cancioncitas de Amor,Romeo Santos,2014,hot-latin
6804,21,Travesuras,Nicky Jam,2014,hot-latin
6805,22,Te Hubieras Ido Antes,Julion Alvarez y Su Norteno Banda,2014,hot-latin
6806,23,Y Asi Fue,Julion Alvarez y Su Norteno Banda,2014,hot-latin
6807,24,Cuando Nos Volvamos A Encontrar,Carlos Vives Featuring Marc Anthony,2014,hot-latin
6808,25,Tus Latidos,Calibre 50,2014,hot-latin
6809,26,El de Los Lentes Carrera,Revolver Cannabis,2014,hot-latin
6810,27,Hasta Que Salga El Sol,Banda Los Recoditos,2014,hot-latin
6811,28,La Historia de Mis Manos,Banda Carnaval,2014,hot-latin
6812,29,La Buena y La Mala,Banda Tierra Sagrada,2014,hot-latin
6813,30,Que Viva La Vida,Wisin,2014,hot-latin
6814,31,Humanos A Marte,Chayanne,2014,hot-latin
6815,32,Vas A Llorar Por Mi,Banda El Recodo de Cruz Lizarraga,2014,hot-latin
6816,33,Cambio de Piel,Marc Anthony,2014,hot-latin
6817,34,Moviendo Caderas,Yandel Featuring Daddy Yankee,2014,hot-latin
6818,35,Ay Vamos,J Balvin,2014,hot-latin
6819,36,Nunca Me Acuerdo de Olvidarte,Shakira,2014,hot-latin
6820,37,Decidiste Dejarme,Camila,2014,hot-latin
6821,38,Hasta Abajo,Yandel,2014,hot-latin
6822,39,Tus Besos,Juan Luis Guerra 440,2014,hot-latin
6823,40,La Nueva Y La Ex,Daddy Yankee,2014,hot-latin
6824,41,Para Que Tantos Besos,Noel Torres,2014,hot-latin
6825,42,El Inmigrante,Calibre 50,2014,hot-latin
6826,43,Prometo Olvidarte,Tony Dize,2014,hot-latin
6827,44,Vida,Ricky Martin,2014,hot-latin
6828,45,Te Toco Perder,Remmy Valenzuela,2014,hot-latin
6829,46,Como Yo Le Doy,Pitbull Featuring Don Miguelo,2014,hot-latin
6830,47,Borracho De Amor,Banda La Trakalosa,2014,hot-latin
6831,48,Creo En Mi,Natalia Jimenez,2014,hot-latin
6832,49,Te La Pasas,Tito Torbellino XIII Featuring EP,2014,hot-latin
6833,50,Mi Segunda Vida,La Arrolladora Banda el Limon de Rene Camacho,2014,hot-latin
6834,51,Tu Me Quemas,Chino & Nacho Featuring Gente de Zona & Los Cadillacs,2014,hot-latin
6835,52,No Eres Tu Ahora Soy Yo,Tito Torbellino,2014,hot-latin
6836,53,Apnea,Ricardo Arjona,2014,hot-latin
6837,54,Yo Tambien,Romeo Santos Featuring Marc Anthony,2014,hot-latin
6838,55,Un Fin En Culiacan,La Adictiva Banda San Jose de Mesillas,2014,hot-latin
6839,56,Llegaste Tu,Luis Fonsi Featuring Juan Luis Guerra,2014,hot-latin
6840,57,Cero A La Izquierda,Los Huracanes del Norte,2014,hot-latin
6841,58,La Luz,Juanes,2014,hot-latin
6842,59,Lo Poco Que Tengo,Ricardo Arjona,2014,hot-latin
6843,60,Corazon En La Maleta,Luis Fonsi,2014,hot-latin
6844,61,Chica Ideal,Chino & Nacho,2014,hot-latin
6845,62,Por Que La Engane?,Espinoza Paz,2014,hot-latin
6846,63,La Temperatura,Maluma Featuring Eli Palacios,2014,hot-latin
6847,64,Pura Vida,Don Omar,2014,hot-latin
6848,65,Mi Tesoro,Jesse & Joy,2014,hot-latin
6849,66,La Noche Es Tuya,3BallMTY Featuring America Sierra & Gerardo Ortiz,2014,hot-latin
6850,67,A Que No Te Atreves,"Tito ""El Bambino"" El Patron Featuring Chencho",2014,hot-latin
6851,68,Relacion Clandestina,Chuy Lizarraga y Su Banda Tierra Sinaloense,2014,hot-latin
6852,69,Mi Ultimo Deseo,Banda Los Recoditos,2014,hot-latin
6853,70,Consecuencia de Mis Actos,Banda El Recodo de Cruz Lizarraga,2014,hot-latin
6854,71,El Aguitado,Jorge Valenzuela,2014,hot-latin
6855,72,Put It In A Kiss,Katherine Alexander,2014,hot-latin
6856,73,La Doble Cara,Banda Carnaval,2014,hot-latin
6857,74,Amaneci Con Ganas,Noel Torres,2014,hot-latin
6858,75,Me Dejaste Acostumbrado,La Arrolladora Banda el Limon de Rene Camacho,2014,hot-latin
6859,76,Sigue,La Poderosa Banda San Juan,2014,hot-latin
6860,77,Fin De Semana,La Original Banda el Limon de Salvador Lizarraga Featuring Rio Roma,2014,hot-latin
6861,78,La Bala,Los Tigres del Norte,2014,hot-latin
6862,79,Resulta,Jenni Rivera,2014,hot-latin
6863,80,Nina de Mi Corazon,Karlos Rose,2014,hot-latin
6864,81,Esta Noche,Raulin Rodriguez,2014,hot-latin
6865,82,Me Interesas,Noel Torres,2014,hot-latin
6866,83,La Nina Mas Linda,Kevin Ortiz,2014,hot-latin
6867,84,Perdon,Camila,2014,hot-latin
6868,85,Amor Amor,Conjunto Primavera,2014,hot-latin
6869,86,Javier El de Los Llanos,Calibre 50,2014,hot-latin
6870,87,Muchacho De Campo,Voz de Mando,2014,hot-latin
6871,88,Mientras Tu Jugabas,Banda Los Recoditos,2014,hot-latin
6872,89,Mi Peor Error (Primera Fila),Alejandra Guzman,2014,hot-latin
6873,90,Una Flor,Juanes,2014,hot-latin
6874,91,Guaya Guaya,Don Omar,2014,hot-latin
6875,92,Necio,Romeo Santos Featuring Carlos Santana,2014,hot-latin
6876,93,Se Fue,Laura Pausini & Marc Anthony,2014,hot-latin
6877,94,Mi Padrino El Diablo,La Trakalosa de Monterrey,2014,hot-latin
6878,95,Soy Parrandero,Los Tucanes de Tijuana,2014,hot-latin
6879,96,Adios,Ricky Martin,2014,hot-latin
6880,97,Chucucha,Ilegales,2014,hot-latin
6881,98,Mujeres de Tu Tipo,Adriel Favela,2014,hot-latin
6882,99,El Mar de Sus Ojos,Carlos Vives Featuring ChocQuibTown,2014,hot-latin
6883,100,Tu Respiracion,Chayanne,2014,hot-latin
6884,1,El Perdon,Nicky Jam & Enrique Iglesias,2015,hot-latin
6885,2,Propuesta Indecente,Romeo Santos,2015,hot-latin
6886,3,Hilito,Romeo Santos,2015,hot-latin
6887,4,Ay Vamos,J Balvin,2015,hot-latin
6888,5,Ginza,J Balvin,2015,hot-latin
6889,6,Te Metiste,Ariel Camacho y Los Plebes del Rancho,2015,hot-latin
6890,7,La Gozadera,Gente de Zona Featuring Marc Anthony,2015,hot-latin
6891,8,Fanatica Sensual,Plan B,2015,hot-latin
6892,9,Hablame de Ti,Banda Sinaloense MS de Sergio Lizarraga,2015,hot-latin
6893,10,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,2015,hot-latin
6894,11,Travesuras,Nicky Jam,2015,hot-latin
6895,12,El Amor de Su Vida,Julion Alvarez y Su Norteno Banda,2015,hot-latin
6896,13,Malditas Ganas,El Komander,2015,hot-latin
6897,14,Mi Verdad,Mana Featuring Shakira,2015,hot-latin
6898,15,Sigueme y Te Sigo,Daddy Yankee,2015,hot-latin
6899,16,Contigo,Calibre 50,2015,hot-latin
6900,17,Cual Adios,Banda Clave Nueva de Max Peraza,2015,hot-latin
6901,18,Mi Vicio Mas Grande,Banda El Recodo de Cruz Lizarraga,2015,hot-latin
6902,19,Piensalo,Banda Sinaloense MS de Sergio Lizarraga,2015,hot-latin
6903,20,Me Sobrabas Tu,Banda Los Recoditos,2015,hot-latin
6904,21,Pierdo La Cabeza,Zion & Lennox,2015,hot-latin
6905,22,Nota de Amor,Wisin + Carlos Vives Featuring Daddy Yankee,2015,hot-latin
6906,23,La Mordidita,Ricky Martin Featuring Yotuel,2015,hot-latin
6907,24,Perdido En Tus Ojos,Don Omar Featuring Natti Natasha,2015,hot-latin
6908,25,Sunset,Farruko Featuring Shaggy & Nicky Jam,2015,hot-latin
6909,26,Yo Tambien,Romeo Santos Featuring Marc Anthony,2015,hot-latin
6910,27,Aunque Ahora Estes Con El,Calibre 50,2015,hot-latin
6911,28,Borro Cassette,Maluma,2015,hot-latin
6912,29,Eres Mia,Romeo Santos,2015,hot-latin
6913,30,Lejos de Aqui,Farruko,2015,hot-latin
6914,31,Eres Una Nina,Gerardo Ortiz,2015,hot-latin
6915,32,El Taxi,"Pitbull Featuring Sensato, Lil Jon & Osmani Garcia",2015,hot-latin
6916,33,Que Tiene de Malo,Calibre 50 Featuring El Komander,2015,hot-latin
6917,34,Solita,Prince Royce,2015,hot-latin
6918,35,Soltero Disponible,Regulo Caro,2015,hot-latin
6919,36,El Karma,Ariel Camacho y Los Plebes del Rancho,2015,hot-latin
6920,37,A Lo Mejor,Banda Sinaloense MS de Sergio Lizarraga,2015,hot-latin
6921,38,Dime,Julion Alvarez y Su Norteno Banda,2015,hot-latin
6922,39,Me Voy Enamorando,Chino & Nacho Featuring Farruko,2015,hot-latin
6923,40,El Cholo,Gerardo Ortiz,2015,hot-latin
6924,41,Confesion,La Arrolladora Banda el Limon de Rene Camacho,2015,hot-latin
6925,42,Piensas (Dile La Verdad),Pitbull Featuring Gente de Zona,2015,hot-latin
6926,43,Despues de Ti Quien,La Adictiva Banda San Jose de Mesillas,2015,hot-latin
6927,44,Lo Hiciste Otra Vez,La Arrolladora Banda el Limon de Rene Camacho,2015,hot-latin
6928,45,Levantando Polvadera,Voz de Mando,2015,hot-latin
6929,46,Back It Up,Prince Royce Featuring Jennifer Lopez & Pitbull,2015,hot-latin
6930,47,Baddest Girl In Town,Pitbull Featuring Mohombi & Wisin,2015,hot-latin
6931,48,Y Asi Fue,Julion Alvarez y Su Norteno Banda,2015,hot-latin
6932,49,Duele El Amor,Tony Dize,2015,hot-latin
6933,50,Me Vuelvo Un Cobarde,Christian Daniel,2015,hot-latin
6934,51,Mi Princesa,Remmy Valenzuela,2015,hot-latin
6935,52,Juntos (Together),Juanes,2015,hot-latin
6936,53,El Que Se Enamora Pierde,Banda Carnaval,2015,hot-latin
6937,54,Bonito y Bello,La Septima Banda,2015,hot-latin
6938,55,Disparo Al Corazon,Ricky Martin,2015,hot-latin
6939,56,No Me Pidas Perdon,Banda Sinaloense MS de Sergio Lizarraga,2015,hot-latin
6940,57,Inocente,Romeo Santos,2015,hot-latin
6941,58,Calentura,Yandel,2015,hot-latin
6942,59,Soledad,Don Omar,2015,hot-latin
6943,60,Quedate Con Ella,Natalia Jimenez,2015,hot-latin
6944,61,Si Lo Hacemos Bien,Wisin,2015,hot-latin
6945,62,Muchachita Linda,Juan Luis Guerra 440,2015,hot-latin
6946,63,No Me Llamas,"Gocho ""El Lapiz de Platino""",2015,hot-latin
6947,64,Odio,Romeo Santos Featuring Drake,2015,hot-latin
6948,65,6 AM,J Balvin Featuring Farruko,2015,hot-latin
6949,66,Se Va Muriendo Mi Alma,La Septima Banda,2015,hot-latin
6950,67,Eres Tu,Proyecto X,2015,hot-latin
6951,68,Libre Soy,Carmen Sarahi,2015,hot-latin
6952,69,Noche y de Dia,Enrique Iglesias Featuring Yandel & Juan Magan,2015,hot-latin
6953,70,Entonces Que Somos,Banda El Recodo de Cruz Lizarraga,2015,hot-latin
6954,71,Ahora Que Te Vas,Christian Daniel,2015,hot-latin
6955,72,El Papel Cambio,El Komander,2015,hot-latin
6956,73,Pongamonos de Acuerdo,Julion Alvarez y Su Norteno Banda,2015,hot-latin
6957,74,No Valoraste,Roberto Tapia,2015,hot-latin
6958,75,No Te Creas Tan Importante,El Bebeto,2015,hot-latin
6959,76,Hombre Libre,La Adictiva Banda San Jose de Mesillas,2015,hot-latin
6960,77,La Prision,Mana,2015,hot-latin
6961,78,Amigo,Romeo Santos,2015,hot-latin
6962,79,Como Antes,"Tito ""El Bambino"" El Parton Featuring Zion & Lennox",2015,hot-latin
6963,80,Que Suenen Los Tambores,Victor Manuelle,2015,hot-latin
6964,81,Javier El de Los Llanos,Calibre 50,2015,hot-latin
6965,82,7 Dias,Romeo Santos,2015,hot-latin
6966,83,Un Zombie A La Intemperie,Alejandro Sanz,2015,hot-latin
6967,84,Unas Heladas,Grupo Maximo Grado,2015,hot-latin
6968,85,Bajito,Jencarlos Canela Featuring Ky-Mani Marley,2015,hot-latin
6969,86,Adios,Ricky Martin,2015,hot-latin
6970,87,Plakito,Yandel Featuring El General Gadiel,2015,hot-latin
6971,89,Choca,Plan B,2015,hot-latin
6972,90,Imaginandote,Reykon Featuring Daddy Yankee,2015,hot-latin
6973,91,La Bala,Los Tigres del Norte,2015,hot-latin
6974,92,El Quesito,Omar Ruiz,2015,hot-latin
6975,93,Hasta Que Salga El Sol,Banda Los Recoditos,2015,hot-latin
6976,94,Calla y Me Besas,Enigma Norteno,2015,hot-latin
6977,95,Un Desengano,Conjunto Primavera Featuring Ricky Munoz,2015,hot-latin
6978,96,No Queria Enganarte,Victor Manuelle,2015,hot-latin
6979,97,Te Busco,Cosculluela / Nicky Jam,2015,hot-latin
6980,98,Para Que Amarte,La Maquinaria Nortena,2015,hot-latin
6981,99,Vaiven,Daddy Yankee,2015,hot-latin
6982,100,Mi Vecinita,Plan B,2015,hot-latin
6983,1,Hasta El Amanecer,Nicky Jam,2016,hot-latin
6984,2,Duele El Corazon,Enrique Iglesias Featuring Wisin,2016,hot-latin
6985,3,Ginza,J Balvin,2016,hot-latin
6986,4,La Bicicleta,Carlos Vives & Shakira,2016,hot-latin
6987,5,Solo Con Verte,Banda Sinaloense MS de Sergio Lizarraga,2016,hot-latin
6988,6,Bobo,J Balvin,2016,hot-latin
6989,7,El Perdedor,Maluma Featuring Yandel,2016,hot-latin
6990,8,Shaky Shaky,Daddy Yankee,2016,hot-latin
6991,9,Encantadora,Yandel,2016,hot-latin
6992,10,El Perdon,Nicky Jam & Enrique Iglesias,2016,hot-latin
6993,11,Me Vas A Extranar,Banda Sinaloense MS de Sergio Lizarraga,2016,hot-latin
6994,12,Borro Cassette,Maluma,2016,hot-latin
6995,13,Obsesionado,Farruko,2016,hot-latin
6996,14,Chillax,Farruko Featuring Ky-Mani Marley,2016,hot-latin
6997,15,La Carretera,Prince Royce,2016,hot-latin
6998,16,Ya Me Entere,Reik & Nicky Jam,2016,hot-latin
6999,17,Andas En Mi Cabeza,Chino & Nacho Featuring Daddy Yankee,2016,hot-latin
7000,18,Ay Mi Dios,"IAmChino Featuring Pitbull, Yandel & Chacal",2016,hot-latin
7001,19,Ya Te Perdi La Fe,La Arrolladora Banda el Limon de Rene Camacho,2016,hot-latin
7002,20,Me Va A Pesar,La Arrolladora Banda el Limon de Rene Camacho,2016,hot-latin
7003,21,Traidora,Gente de Zona Featuring Marc Anthony,2016,hot-latin
7004,22,Safari,"J Balvin Featuring Pharrell Williams, BIA & Sky",2016,hot-latin
7005,23,Por Que Terminamos?,Gerardo Ortiz,2016,hot-latin
7006,24,Otra Vez,Zion & Lennox Featuring J Balvin,2016,hot-latin
7007,25,CicatrIIIces,Regulo Caro,2016,hot-latin
7008,26,Hablemos,Ariel Camacho y Los Plebes del Rancho,2016,hot-latin
7009,27,Culpa Al Corazon,Prince Royce,2016,hot-latin
7010,28,DEL Negociante,Los Plebes del Rancho de Ariel Camacho,2016,hot-latin
7011,29,Me Esta Gustando,Banda Los Recoditos,2016,hot-latin
7012,30,Despues de Ti Quien,La Adictiva Banda San Jose de Mesillas,2016,hot-latin
7013,31,Embriagame,Zion & Lennox,2016,hot-latin
7014,32,Nunca Me Olvides,Yandel,2016,hot-latin
7015,33,Amor del Bueno,Calibre 50,2016,hot-latin
7016,34,Que Caro Estoy Pagando,Los Plebes del Rancho de Ariel Camacho,2016,hot-latin
7017,35,No Lo Hice Bien,Los Plebes del Rancho de Ariel Camacho,2016,hot-latin
7018,36,Hasta Que Se Seque El Malecon,Jacob Forever,2016,hot-latin
7019,37,Prestamela A Mi,Calibre 50,2016,hot-latin
7020,38,Espero Con Ansias,Remmy Valenzuela,2016,hot-latin
7021,39,Fuiste Mia,Gerardo Ortiz,2016,hot-latin
7022,40,Bronche de Oro,La Trakalosa de Monterrey,2016,hot-latin
7023,41,Bailar,Deorro Featuring Pitbull & Elvis Crespo,2016,hot-latin
7024,42,Te Busco,Cosculluela / Nicky Jam,2016,hot-latin
7025,43,Tomen Nota,Adriel Favela Featuring Los del Arroyo,2016,hot-latin
7026,44,Te Diran,La Adictiva Banda San Jose de Mesillas,2016,hot-latin
7027,45,Tan Facil,CNCO,2016,hot-latin
7028,46,Pisteare,Banda Los Recoditos,2016,hot-latin
7029,47,Por Que Me Ilusionaste?,Remmy Valenzuela,2016,hot-latin
7030,48,Te Metiste,Ariel Camacho y Los Plebes del Rancho,2016,hot-latin
7031,49,Tengo Que Colgar,Banda Sinaloense MS de Sergio Lizarraga,2016,hot-latin
7032,50,Como Lo Hacia Yo,Ken-Y & Nicky Jam,2016,hot-latin
7033,51,Si No Es Contigo,Banda El Recodo de Cruz Lizarraga,2016,hot-latin
7034,52,Vaiven,Daddy Yankee,2016,hot-latin
7035,53,De Pies A Cabeza,Mana & Nicky Jam,2016,hot-latin
7036,54,La Ocasion,DJ Luian & Mambo Kingz Presentan: De La Ghetto - Arcangel x Ozuna x Anuel,2016,hot-latin
7037,55,Desde Esa Noche,Thalia Featuring Maluma,2016,hot-latin
7038,56,Deja Que Te Bese,Alejandro Sanz Featuring Marc Anthony,2016,hot-latin
7039,57,Corazon Acelerao,Wisin,2016,hot-latin
7040,58,Vente Pa' Ca,Ricky Martin Featuring Maluma,2016,hot-latin
7041,59,Yo Si Me Enamore,La Septima Banda,2016,hot-latin
7042,60,Todo O Nada,Alfredo Olivas,2016,hot-latin
7043,61,Si No Te Quiere,Ozuna Featuring D.OZi Or Arcangel & Farruko,2016,hot-latin
7044,62,Nadie Como Tu,Banda Clave Nueva de Max Peraza,2016,hot-latin
7045,63,Sola,Becky G,2016,hot-latin
7046,64,Algo Contigo,Gente de Zona,2016,hot-latin
7047,65,Pongamonos de Acuerdo,Julion Alvarez y Su Norteno Banda,2016,hot-latin
7048,66,Una En Un Millon,Alexis & Fido,2016,hot-latin
7049,67,Quisiera,CNCO,2016,hot-latin
7050,68,Quien Te Entiende,Crecer German,2016,hot-latin
7051,69,Not A Crime (No Es Ilegal),Play-N-Skillz x Daddy Yankee,2016,hot-latin
7052,70,Sunset,Farruko Featuring Shaggy & Nicky Jam,2016,hot-latin
7053,71,No Soy Una De Esas,Jesse & Joy Featuring Alejandro Sanz,2016,hot-latin
7054,72,Imaginar,Victor Manuelle + Yandel,2016,hot-latin
7055,73,Desde Cuando No Me Quieres?,Banda Carnaval,2016,hot-latin
7056,74,A Donde Voy,Cosculluela Featuring Daddy Yankee,2016,hot-latin
7057,75,50 Sombras de Austin,Arcangel & DJ Luian,2016,hot-latin
7058,76,Sin Contrato,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,2016,hot-latin
7059,77,Me Empezo A Valer,La Septima Banda,2016,hot-latin
7060,78,Yo Quisiera Entrar,Ariel Camacho y Los Plebes del Rancho,2016,hot-latin
7061,79,Picky,Joey Montana Featuring Akon & Mohombi,2016,hot-latin
7062,80,Ella y Yo,Pepe Quintana Featuring Farruko x Anuel Aa x Tempo x Bryant Myers x Almighty,2016,hot-latin
7063,81,Bien Servida,Los Gfez Featuring Diego Herrera,2016,hot-latin
7064,82,El Error,Reykon,2016,hot-latin
7065,83,Mayor Que Yo 3,"Luny Tunes, Daddy Yankee, Wisin, Don Omar, Yandel",2016,hot-latin
7066,84,Vale La Pena,Roberto Tapia,2016,hot-latin
7067,85,El Mentado,Los Plebes del Rancho de Ariel Camacho,2016,hot-latin
7068,86,Rumbo A Maza,Los Titanes de Durango,2016,hot-latin
7069,87,La Llamada de Mi Ex,Chiquito Team Band,2016,hot-latin
7070,88,Baila Conmigo,Juan Magan Featuring Luciana,2016,hot-latin
7071,89,Baby,Jencarlos Featuring Lennox,2016,hot-latin
7072,90,Y Que Ha Sido de Ti?,Chuy Lizarraga y Su Banda Tierra Sinaloense,2016,hot-latin
7073,91,Las Cosas de La Vida,Carlos Vives,2016,hot-latin
7074,92,La Miel de Su Saliva,Banda El Recodo de Cruz Lizarraga,2016,hot-latin
7075,93,En Estos Dias,Regulo Caro,2016,hot-latin
7076,94,Ya Lo Supere,Los Plebes del Rancho de Ariel Camacho,2016,hot-latin
7077,95,En Esta No,Sin Bandera,2016,hot-latin
7078,96,Si Ella Quisiera,Justin Quiles,2016,hot-latin
7079,97,El Mismo Sol,Alvaro Soler Featuring Jennifer Lopez,2016,hot-latin
7080,98,Propuesta Indecente,Romeo Santos,2016,hot-latin
7081,99,Ganas de Ti,Zion & Lennox,2016,hot-latin
